,experiment,y_true,y_pred,difference
6308,HCC-2998+32065+715055,31.0,16.782843,14.217157
16845,A549/ATCC+92859+745750,41.0,26.78037,14.219629999999999
1414,HS 578T+721517+226080,19.0,4.778608,14.221392
4513,SNB-19+754143+755986,33.0,47.224140000000006,14.224140000000006
29355,UO-31+77213+3053,22.0,7.774385499999999,14.2256145
8672,SW-620+125066+82151,23.0,8.773724000000001,14.226275999999999
13517,M14+761431+756645,24.0,9.761118,14.238882
5695,COLO 205+24559+3088,86.0,71.75990999999999,14.24009000000001
1051,HS 578T+118218+169780,9.0,-5.2445736,14.244573599999999
3517,SF-295+754143+763371,13.0,27.258090000000003,14.258090000000003
20023,NCI-H460+24559+169780,14.0,-0.27588582,14.27588582
23168,OVCAR-8+609699+760766,11.0,-3.276488,14.276488
23082,OVCAR-8+296961+45388,48.0,33.722396999999994,14.277603000000006
21289,IGROV1+719344+34462,8.0,-6.2845364,14.2845364
1559,BT-549+109724+715055,3.0,17.289103,14.289103
12997,MALME-3M+750690+753082,1.0,15.318988000000001,14.318988000000001
4461,SNB-19+743414+715055,17.0,2.6497297000000004,14.3502703
853,MDA-MB-231+701852+169780,61.0,46.646675,14.353324999999998
11577,SR+102816+8806,35.0,20.617464000000002,14.382535999999998
26495,ACHN+125973+760766,9.0,-5.3912992,14.391299199999999
7542,HCT-15+747971+752,29.0,14.608262,14.391738
2467,T-47D+733504+141540,12.0,-2.3957748,14.3957748
16379,A549/ATCC+109724+606869,14.0,28.401363,14.401363
9919,HL-60(TB)+609699+122819,32.0,46.405468,14.405467999999999
4564,SNB-19+85998+24559,10.0,-4.4108915,14.4108915
23560,SK-OV-3+266046+673596,12.0,-2.4135560000000003,14.413556
14005,SK-MEL-28+246131+761432,45.0,59.4212,14.421199999999999
17460,HOP-62+24559+241240,2.0,-12.424891,14.424891
8848,SW-620+296961+754143,7.0,21.424908,14.424907999999999
5599,COLO 205+119875+712807,21.0,6.56473,14.43527
25836,786-0+745750+67574,101.0,115.436714,14.436713999999995
4258,SNB-19+3053+279836,42.0,27.546191999999998,14.453808000000002
13997,SK-MEL-28+24559+698037,1.0,-13.460998000000002,14.460998000000002
16477,A549/ATCC+24559+241240,5.0,-9.473272999999999,14.473272999999999
3509,SF-295+752+749226,20.0,5.5260425,14.473957500000001
12721,MALME-3M+26980+19893,3.0,-11.474903,14.474903
25693,786-0+49842+719627,4.0,-10.489799,14.489799
10046,HL-60(TB)+732517+82151,70.0,84.49372,14.493719999999996
29019,UO-31+25154+745750,13.0,-1.5114139,14.5114139
17177,EKVX+718781+8806,6.0,20.515179999999997,14.515179999999997
25325,DU-145+719276+757441,16.0,1.4757548999999999,14.5242451
9342,CCRF-CEM+266046+760766,28.0,42.52675,14.52675
4313,SNB-19+45923+9706,24.0,9.470792,14.529208
21493,OVCAR-3+1390+169780,3.0,-11.533057000000001,14.533057000000001
29919,786-0+756645+757441,30.0,15.462071,14.537929
8174,KM12+141540+123127,74.0,88.54099000000001,14.540990000000008
15700,UACC-62+686673+180973,12.0,-2.5410842999999996,14.5410843
3234,SF-295+256439+628503,34.0,48.541171999999996,14.541171999999996
20395,NCI-H522+109724+6396,7.0,-7.5445247,14.5445247
1602,BT-549+127716+82151,82.0,67.45437,14.545630000000003
6225,HCC-2998+24559+3053,24.0,9.44872,14.55128
21421,IGROV1+92859+1390,13.0,27.573196000000003,14.573196000000003
16507,A549/ATCC+256439+673596,56.0,70.57809,14.578090000000003
9088,SW-620+747973+628503,4.0,18.582518,14.582518
12208,LOX IMVI+256439+127716,2.0,16.585588,14.585588000000001
18953,NCI-H23+127716+25154,29.0,43.587727,14.587727000000001
26929,ACHN+82151+713563,73.0,87.593124,14.593124000000003
16703,A549/ATCC+718781+750,54.0,39.406147,14.593853000000003
11580,SR+105014+713563,53.0,67.61295,14.612949999999998
21411,IGROV1+85998+141540,29.0,14.381464999999999,14.618535000000001
2282,T-47D+369100+138783,16.0,1.3799653,14.6200347
286,MCF7+628503+71423,36.0,21.367798,14.632202
29864,RXF 393+749226+761432,136.0,150.63363999999999,14.633639999999986
5684,COLO 205+218321+743414,6.0,-8.635987,14.635987
19952,NCI-H460+125973+6396,72.0,57.362667,14.637332999999998
4991,SNB-75+747973+745750,25.0,39.640976,14.640976000000002
11804,SR+45388+715055,5.0,-9.643898,14.643898
10732,MOLT-4+241240+34462,76.0,61.35279,14.647210000000001
22519,OVCAR-5+24559+608210,52.0,66.65718000000001,14.657180000000011
1648,BT-549+19893+763371,3.0,17.665262,14.665261999999998
20543,NCI-H522+256439+763371,104.0,89.327774,14.672225999999995
396,MCF7+733504+82151,38.0,23.325556,14.674444000000001
15407,UACC-62+119875+715055,4.0,-10.684273,14.684273
29319,UO-31+750690+701852,18.0,3.3091779000000003,14.6908221
10161,K-562+102816+279836,2.0,16.69554,14.695540000000001
11068,MOLT-4+82151+755986,32.0,17.298079,14.701920999999999
5977,COLO 205+743414+698037,36.0,21.296804,14.703195999999998
3873,SF-539+686673+122819,60.0,45.28366,14.716340000000002
15746,UACC-62+719344+141540,28.0,13.271729999999998,14.728270000000002
20334,NCI-H460+754143+8806,8.0,22.732857,14.732857
25734,786-0+66847+745750,2.0,-12.740905,14.740905
28193,SN12C+6396+713563,21.0,6.2589293,14.7410707
29228,UO-31+718781+761432,96.0,81.255325,14.744675
10957,MOLT-4+719345+82151,69.0,83.75214,14.752139999999997
991,MDA-MB-231+762+754143,33.0,18.2416,14.758400000000002
2230,T-47D+266046+19893,29.0,43.764687,14.764687000000002
1212,HS 578T+266046+755986,28.0,42.781982,14.781982
18425,NCI-H226+125973+8806,3.0,-11.784934,14.784934
14534,SK-MEL-5+266046+24559,19.0,4.2045293,14.7954707
29728,HCT-15+719276+102816,3.5,-11.309441,14.809441
2998,SF-268+745750+749226,2.0,-12.80947,14.80947
13778,SK-MEL-2+701852+34462,3.0,17.8111,14.8111
20877,NCI-H522+754230+760766,12.0,-2.8197389,14.8197389
25819,786-0+732517+743414,4.0,18.832119,14.832118999999999
26494,ACHN+125973+749226,50.0,35.163016999999996,14.836983000000004
15468,UACC-62+169780+755986,3.0,-11.839103,14.839103
2371,T-47D+67574+737754,23.0,37.842686,14.842686
26141,A498+296961+138783,8.0,-6.847110000000001,14.84711
16432,A549/ATCC+138783+6396,2.0,-12.861054,14.861054
10752,MOLT-4+25154+613327,1.0,15.869932,14.869932
14056,SK-MEL-28+26980+733504,11.0,-3.8716574,14.8716574
7470,HCT-15+718781+698037,2.0,-12.871685000000001,14.871685000000001
25463,786-0+102816+279836,55.0,69.8736,14.873599999999996
2285,T-47D+369100+279836,29.0,14.126031,14.873969
15881,UACC-62+9706+673596,15.0,29.888762,14.888762
14785,SK-MEL-5+750+754143,5.0,-9.892197999999999,14.892197999999999
8762,SW-620+246131+19893,3.0,17.897322,14.897321999999999
12729,MALME-3M+279836+755986,78.0,63.099433999999995,14.900566000000005
23204,OVCAR-8+67574+760766,45.0,30.093791999999997,14.906208000000003
12488,LOX IMVI+754143+122819,5.0,19.911364000000003,14.911364000000003
10039,HL-60(TB)+721517+755986,8.0,22.915779999999998,14.915779999999998
8804,SW-620+26271+125066,24.0,9.080521000000001,14.919478999999999
9002,SW-620+702294+761432,40.0,54.928238,14.928238
12566,MALME-3M+109724+715055,44.0,29.049545000000002,14.950454999999998
9506,CCRF-CEM+718781+123127,67.0,52.04399,14.95601
12828,MALME-3M+6396+747972,7.0,-7.9640284,14.9640284
5507,U251+752+123127,9.0,23.9732,14.973199999999999
10820,MOLT-4+369100+125066,126.0,140.97679,14.976789999999994
1224,HS 578T+296961+125066,40.0,25.023096,14.976904000000001
28105,SN12C+3053+755986,88.0,102.994156,14.994156000000004
20080,NCI-H460+26980+63878,6.0,21.005123,15.005123000000001
19335,NCI-H23+754143+63878,91.0,75.98009,15.019909999999996
29848,MCF7+749226+757441,45.0,29.972593,15.027407
2264,T-47D+3053+753082,65.0,49.967265999999995,15.032734000000005
21309,IGROV1+732517+747972,1.0,16.039351999999997,15.039351999999997
24523,PC-3+218321+102816,27.0,11.958488000000001,15.041511999999999
16709,A549/ATCC+719276+760766,12.0,-3.0615985,15.0615985
12967,MALME-3M+747599+279836,91.0,75.93249499999999,15.067505000000011
14763,SK-MEL-5+747971+19893,45.0,29.927927,15.072073
19484,NCI-H322M+14229+719345,2.0,-13.080356,15.080356
28744,TK-10+718781+125973,56.0,40.908947,15.091053000000002
2866,SF-268+606869+122819,5.0,20.094217,15.094217
26598,ACHN+26980+125066,11.0,-4.10151,15.101510000000001
15703,UACC-62+686673+715055,39.0,23.895273,15.104727
22319,OVCAR-4+750+673596,2.0,-13.1199465,15.1199465
16654,A549/ATCC+673596+737754,10.0,-5.1253967000000005,15.1253967
23869,SK-OV-3+77213+1390,6.0,-9.131671,15.131671
6508,HCC-2998+745750+125973,230.0,245.1387,15.1387
22583,OVCAR-5+27640+755986,2.0,-13.1511755,15.1511755
22043,OVCAR-4+24559+3088,122.0,137.15807,15.15807000000001
27149,CAKI-1+296961+755,4.0,-11.176900999999999,15.176900999999999
6889,HCT-116+673596+757441,14.0,-1.18177,15.18177
15545,UACC-62+26271+719344,4.0,-11.183927,15.183927
24667,PC-3+38721+125973,1.0,16.19464,15.19464
5812,COLO 205+409962+49842,3.0,-12.206759,15.206759
11834,SR+609699+608210,9.0,24.211939,15.211939000000001
1874,BT-549+702294+747972,8.0,-7.2183589999999995,15.218359
4893,SNB-75+686673+761432,16.0,0.7789191,15.2210809
15207,UACC-257+702294+125066,10.0,-5.227197,15.227197
19730,NCI-H322M+701852+747972,1.0,-14.237054,15.237054
21368,IGROV1+754143+715055,79.0,63.758675,15.241325000000003
24825,PC-3+721517+701852,13.0,-2.241745,15.241745
8792,SW-620+256942+180973,1.0,16.260689000000003,15.260689000000003
3345,SF-295+609699+241240,15.0,30.267406,15.267406000000001
27867,RXF 393+754143+737754,20.0,35.269302,15.269302000000003
29676,DU-145+698037+756645,3.0,-12.287342,15.287342
4857,SNB-75+628503+743414,136.0,120.70395,15.296049999999994
998,MDA-MB-231+77213+732517,70.0,54.703526000000004,15.296473999999996
11789,SR+38721+169780,2.0,-13.306807500000001,15.306807500000001
17464,HOP-62+24559+79037,7.0,-8.314067,15.314067
6320,HCC-2998+369100+169780,8.0,-7.316477000000001,15.316477
9189,CCRF-CEM+109724+8806,7.0,-8.322155,15.322155
9310,CCRF-CEM+256439+737754,135.0,119.67638000000001,15.323619999999991
23520,SK-OV-3+246131+760766,18.0,2.6699755,15.3300245
9737,HL-60(TB)+1390+686673,18.0,2.644472,15.355528
14732,SK-MEL-5+719627+737754,18.0,33.35685,15.356850000000001
28186,SN12C+613327+757441,1.0,-14.358054999999998,15.358054999999998
6904,HCT-116+681239+8806,23.0,7.6244,15.3756
25028,DU-145+138783+701852,8.0,-7.38082,15.38082
615,MDA-MB-231+18509+362856,3.0,-12.381618,15.381618
12650,MALME-3M+180973+761432,97.0,81.614525,15.385475
23350,OVCAR-8+754230+24559,7.0,-8.3939295,15.3939295
6999,HCT-116+745750+715055,26.0,10.604028,15.395972
14443,SK-MEL-5+14229+67574,5.0,-10.398878999999999,15.398878999999999
3441,SF-295+719345+698037,15.0,-0.4090457,15.4090457
13129,M14+138783+673596,15.0,-0.41636288,15.41636288
15542,UACC-62+26271+34462,5.0,20.419757999999998,15.419757999999998
29923,U251+756645+757441,13.0,-2.4265761,15.4265761
10205,K-562+125066+82151,4.0,19.436548000000002,15.436548000000002
4369,SNB-19+67574+698037,18.0,2.5631292,15.4368708
26715,ACHN+63878+715055,7.0,-8.437615,15.437615
20249,NCI-H460+719345+141540,26.0,10.550445,15.449555
26039,A498+18509+19893,14.0,-1.4506596,15.4506596
2367,T-47D+673596+82151,17.0,1.5446635,15.4553365
29866,A549/ATCC+749226+763371,18.5,3.0429334999999997,15.4570665
29231,UO-31+718781+8806,15.0,-0.45995057,15.45995057
20173,NCI-H460+613327+761432,10.0,25.46735,15.46735
6692,HCT-116+14229+628503,59.0,43.53208,15.46792
22952,OVCAR-8+138783+715055,19.0,3.5170398,15.4829602
3009,SF-268+747971+279836,33.0,48.487891999999995,15.487891999999995
13659,SK-MEL-2+25154+713563,32.0,16.506464,15.493535999999999
13655,SK-MEL-2+246131+749226,17.0,1.5006882,15.499311800000001
19054,NCI-H23+26271+241240,15.0,-0.49938953,15.49938953
27352,CAKI-1+745750+761432,65.0,49.489334,15.510666
27262,CAKI-1+681239+369100,13.0,-2.5136157999999997,15.5136158
27837,RXF 393+747971+753082,9.0,-6.514533999999999,15.514534
16555,A549/ATCC+296961+45923,5.0,-10.518077,15.518077
2417,T-47D+712807+82151,94.0,78.47453,15.525469999999999
13028,MALME-3M+762+27640,7.0,-8.543496000000001,15.543496000000001
9609,CCRF-CEM+754143+763371,43.0,27.447546000000003,15.552453999999997
21432,IGROV1+9706+732517,3.0,-12.555902,15.555902
19174,NCI-H23+608210+760766,31.0,46.57138,15.571379999999998
2423,T-47D+718781+18509,6.0,-9.576433999999999,15.576433999999999
3868,SF-539+681239+719344,9.0,-6.578861999999999,15.578861999999999
26386,A498+754143+279836,71.0,55.4183,15.581699999999998
21422,IGROV1+92859+218321,4.0,-11.604181,15.604181
4717,SNB-75+24559+8806,10.0,-5.610237000000001,15.610237000000001
24688,PC-3+45923+125066,7.0,22.614002,15.614002
2843,SF-268+409962+673596,27.0,11.385817999999999,15.614182000000001
16506,A549/ATCC+256439+609699,17.0,1.3747498,15.6252502
26528,ACHN+18509+102816,20.0,4.362728,15.637272
2312,T-47D+45388+141540,10.0,-5.6418324,15.6418324
348,MCF7+715055+749226,30.0,45.64581,15.645809999999997
6790,HCT-116+296961+740,103.0,87.34809,15.65191
1655,BT-549+218321+762,11.0,-4.661413,15.661413
10217,K-562+127716+715055,13.0,-2.6619029999999997,15.661902999999999
20090,NCI-H460+279836+760766,9.0,24.66545,15.66545
18153,HOP-92+609699+713563,34.0,49.672497,15.672497
18180,HOP-92+67574+719627,5.0,-10.673921,15.673921
11907,SR+712807+8806,31.0,15.306638000000001,15.693361999999999
6855,HCT-116+606869+82151,4.0,-11.700205,15.700205
15801,UACC-62+747971+752,22.0,6.294241,15.705759
22495,OVCAR-5+18509+715055,21.0,5.284605,15.715395000000001
7416,HCT-15+67574+761432,21.0,5.2807775,15.7192225
5632,COLO 205+127716+27640,4.0,19.731771,15.731770999999998
4410,SNB-19+718781+125973,29.0,44.732056,15.732056
10113,HL-60(TB)+762+125066,9.0,-6.736146499999999,15.7361465
2610,SF-268+105014+608210,10.0,-5.7405252,15.7405252
26854,ACHN+747971+27640,8.0,-7.7487497,15.748749700000001
941,MDA-MB-231+747971+125973,99.0,114.75006,15.750060000000005
16869,EKVX+109724+713563,45.0,29.247608000000003,15.752391999999997
25903,786-0+755+754143,8.0,-7.756290400000001,15.756290400000001
10419,K-562+66847+740,3.0,-12.756638,15.756638
10645,MOLT-4+119875+122819,76.0,91.75748399999999,15.757483999999991
27215,CAKI-1+49842+6396,8.0,-7.764791499999999,15.7647915
4525,SNB-19+755+279836,41.0,56.784183999999996,15.784183999999996
26509,ACHN+1390+737754,6.0,-9.789672,15.789672
26389,A498+754230+606869,48.0,32.204723,15.795276999999999
20320,NCI-H460+750+82151,7.0,22.799167999999998,15.799167999999998
15543,UACC-62+26271+613327,5.0,20.80219,15.80219
14995,UACC-257+24559+169780,6.0,21.802912,15.802912
26312,A498+719345+755986,24.0,8.193558,15.806442
4005,SF-539+754143+715055,71.0,55.173325,15.826675000000002
2625,SF-268+118218+169780,34.0,18.172242999999998,15.827757000000002
561,MDA-MB-231+127716+105014,44.0,28.169884000000003,15.830115999999997
20756,NCI-H522+715055+757441,29.0,13.164628,15.835372
6250,HCC-2998+256942+19893,110.0,125.84062,15.840620000000001
2188,T-47D+246131+750690,31.0,15.145079999999998,15.854920000000002
9228,CCRF-CEM+127716+609699,24.0,39.858444,15.858443999999999
1473,HS 578T+752+713563,24.0,8.140091,15.859909
17516,HOP-62+266046+763371,15.0,-0.8611293999999999,15.8611294
21090,IGROV1+26980+755986,2.0,-13.875763000000001,15.875763000000001
10807,MOLT-4+3053+141540,16.0,0.11282336,15.88717664
29772,SF-268+737754+756645,22.5,6.611446000000001,15.888554
10198,K-562+125066+19893,11.0,-4.888921,15.888921
15427,UACC-62+125973+71423,86.0,101.88978,15.889780000000002
9700,HL-60(TB)+122758+71423,11.0,26.895922,15.895921999999999
9965,HL-60(TB)+681239+109724,1.0,16.900572,15.900572
10581,K-562+762+71423,4.0,-11.903155,15.903155
1063,HS 578T+122819+737754,1.0,16.907179,15.907179
13477,M14+747973+3053,1.0,-14.922067000000002,15.922067000000002
7096,HCT-116+92859+673596,30.0,14.067351,15.932649
4950,SNB-75+732517+757441,4.0,-11.934888,15.934888
28160,SN12C+49842+141540,8.0,-7.941600299999999,15.9416003
12043,SR+82151+749226,4.0,19.943243,15.943242999999999
6331,HCC-2998+38721+761432,109.0,93.03746,15.962540000000004
24450,PC-3+122758+713563,13.0,28.966751000000002,15.966751000000002
15623,UACC-62+45923+122758,3.0,-12.979303999999999,15.979303999999999
13357,M14+673596+760766,14.0,-1.9826475,15.9826475
26553,ACHN+226080+608210,22.0,6.011755,15.988245
14240,SK-MEL-28+719345+279836,50.0,34.006256,15.993744
1427,HS 578T+733504+82151,8.0,23.999067,15.999067
4677,SNB-75+14229+3053,4.0,-12.010919,16.010919
6400,HCC-2998+673596+241240,28.0,11.988347000000001,16.011653
3807,SF-539+45923+25154,7.0,-9.014771000000001,16.014771000000003
12550,MALME-3M+102816+169780,9.0,25.016495000000003,16.016495000000003
7420,HCT-15+681239+169780,11.0,-5.034339,16.034339
20369,NCI-H460+85998+279836,46.0,29.964094,16.035906
1542,HS 578T+92859+733504,8.0,-8.046102000000001,16.046102
13721,SK-MEL-2+38721+756645,34.0,17.948833,16.051167
20317,NCI-H460+750+745750,2.0,18.066927,16.066927
23001,OVCAR-8+226080+67574,22.0,38.067318,16.067318
7170,HCT-15+1390+122819,28.0,11.92143,16.07857
27558,RXF 393+226080+3053,22.0,5.913829,16.086171
10855,MOLT-4+49842+737754,93.0,109.08906,16.089060000000003
20720,NCI-H522+681239+733504,14.0,-2.0917246,16.0917246
26619,ACHN+296961+747974,16.0,-0.09201435,16.09201435
8667,SW-620+125066+698037,6.0,-10.094678,16.094678000000002
13359,M14+67574+279836,43.0,59.098114,16.098114000000002
69,MCF7+127716+9706,6.0,-10.110645,16.110644999999998
19223,NCI-H23+701852+241240,27.0,43.126057,16.126057000000003
1424,HS 578T+733504+180973,11.0,27.131613,16.131613
303,MCF7+66847+753082,22.0,5.8675604,16.132439599999998
14667,SK-MEL-5+67574+19893,46.0,29.865957,16.134043
19910,NCI-H460+105014+698037,1.0,-15.147923,16.147923
7805,HT29+296961+14229,22.0,5.848937,16.151063
5382,U251+686673+34462,121.0,104.828804,16.171195999999995
29467,KM12+19893+756645,12.5,-3.6731830000000003,16.173183
19179,NCI-H23+609699+6396,55.0,38.820995,16.179004999999997
10455,K-562+712807+141540,22.0,5.801858,16.198142
25360,DU-145+740+34462,31.0,14.7988615,16.2011385
6159,HCC-2998+127716+34462,22.0,5.795595,16.204405
6637,HCT-116+119875+141540,25.0,8.790708,16.209291999999998
21350,IGROV1+747973+85998,24.0,7.7884016,16.2115984
28191,SN12C+63878+747974,21.0,4.787721599999999,16.212278400000002
26174,A498+409962+102816,2.0,-14.221810000000001,16.22181
4648,SNB-75+127716+24559,8.0,24.225609,16.225609
1680,BT-549+25154+279836,39.0,55.227203,16.227203000000003
5732,COLO 205+26271+754143,70.0,53.771755000000006,16.228244999999994
2122,T-47D+138783+753082,14.0,-2.2299118,16.2299118
12575,MALME-3M+119875+125066,15.0,-1.2302556999999998,16.2302557
19295,NCI-H23+743414+180973,10.0,-6.2356176,16.2356176
6812,HCT-116+369100+14229,130.0,113.7585,16.241500000000002
25057,DU-145+18509+761432,34.0,17.758236,16.241764
29926,A549/ATCC+756645+761432,14.0,30.255041,16.255041
11747,SR+27640+122819,64.0,80.25628,16.256280000000004
2447,T-47D+719345+608210,33.0,16.733183,16.266817
23563,SK-OV-3+266046+749226,6.0,22.268644000000002,16.268644000000002
20114,NCI-H460+369100+6396,30.0,46.272053,16.272053
14783,SK-MEL-5+750+713563,40.0,23.70433,16.29567
10032,HL-60(TB)+719627+34462,39.0,55.311690000000006,16.311690000000006
9377,CCRF-CEM+34462+279836,37.0,20.687048,16.312952
19955,NCI-H460+125973+761432,42.0,25.667883,16.332117
3044,SF-268+754230+701852,5.0,21.332499,16.332499
3149,SF-295+125973+763371,21.0,4.6649513,16.3350487
21627,OVCAR-3+362856+169780,9.0,-7.3475703999999995,16.3475704
841,MDA-MB-231+681239+761432,38.0,54.348167000000004,16.348167000000004
6563,HCC-2998+754230+122819,11.0,-5.355975,16.355975
17963,HOP-92+18509+79037,18.0,1.6403130000000001,16.359687
9305,CCRF-CEM+256439+63878,21.0,37.362057,16.362057
23199,OVCAR-8+673596+719627,6.0,-10.376816999999999,16.376817
15936,MDA-MB-435+138783+760766,2.0,-14.378967999999999,16.378968
7100,HCT-116+9706+241240,4.0,-12.389539,16.389539
25239,DU-145+66847+19893,4.0,20.393951,16.393951
21973,OVCAR-4+125973+737754,3.0,19.397003,16.397003
24208,NCI/ADR-RES+6396+713563,28.0,11.600187,16.399813
4612,SNB-75+119875+105014,32.0,15.594472,16.405528
1523,HS 578T+82151+760766,41.0,24.576925,16.423075
7009,HCT-116+747599+761432,127.0,110.57221000000001,16.427789999999987
26124,A498+26980+1390,19.0,2.5606916,16.4393084
11002,MOLT-4+747973+3053,61.0,44.560513,16.439487
8173,KM12+1390+757441,15.0,-1.4522741000000001,16.4522741
19190,NCI-H23+628503+79037,30.0,13.546682999999998,16.453317000000002
14254,SK-MEL-28+733504+141540,31.0,14.542922,16.457078
4811,SNB-75+38721+9706,24.0,7.5399075,16.460092500000002
29233,UO-31+719276+608210,14.0,-2.461234,16.461234
10664,MOLT-4+125066+122819,160.0,143.53775,16.46225000000001
25559,786-0+218321+362856,14.0,-2.4644197999999995,16.464419799999998
6228,HCC-2998+246131+122819,6.0,-10.46687,16.46687
8658,SW-620+122758+761432,91.0,74.53063,16.469369999999998
13803,SK-MEL-2+719627+141540,7.0,-9.471805,16.471805
20888,NCI-H522+77213+45388,11.0,-5.4735184,16.4735184
27829,RXF 393+747971+125973,254.0,270.4748,16.474800000000016
29639,TK-10+608210+753082,15.0,31.476133,16.476133
7635,HT29+109724+123127,5.0,-11.487865,16.487865
19524,NCI-H322M+241240+757441,20.0,3.5053115,16.4946885
2474,T-47D+733504+82151,59.0,75.49899,16.498990000000006
14746,SK-MEL-5+740+34462,14.0,-2.503676,16.503676
10778,MOLT-4+266046+138783,48.0,31.495977000000003,16.504022999999997
25965,A498+119875+123127,10.0,-6.508321,16.508321
9285,CCRF-CEM+246131+19893,14.0,-2.5107574,16.5107574
5124,U251+127716+141540,21.0,4.484198999999999,16.515801
25905,786-0+762+125066,7.0,-9.521649,16.521649
11802,SR+409962+82151,34.0,17.460115,16.539885
7154,HCT-15+125973+715055,100.0,83.449005,16.550995
20941,IGROV1+119875+1390,32.0,15.448879999999999,16.55112
2790,SF-268+27640+755986,3.0,-13.563327,16.563327
16808,A549/ATCC+762+122819,5.0,-11.589345,16.589345
22832,OVCAR-5+752+34462,1.0,-15.590695000000002,16.590695000000004
9491,CCRF-CEM+702294+6396,4.0,-12.600609,16.600609
13320,M14+609699+754143,88.0,71.3928,16.607200000000006
5639,COLO 205+127716+753082,14.0,-2.6092386000000003,16.6092386
10782,MOLT-4+266046+63878,89.0,105.61174,16.611739999999998
5118,U251+125973+715055,130.0,113.378845,16.621155
26139,A498+279836+755986,65.0,48.376965000000006,16.623034999999994
919,MDA-MB-231+740+169780,14.0,-2.6231207999999997,16.6231208
3926,SF-539+719276+6396,4.0,-12.623863,16.623863
4720,SNB-75+246131+743414,20.0,36.63239,16.63239
19367,NCI-H23+77213+712807,20.0,3.3665953,16.6334047
15324,UACC-257+754143+241240,14.0,30.6337,16.6337
9899,HL-60(TB)+409962+9706,10.0,-6.642232400000001,16.6422324
651,MDA-MB-231+246131+753082,5.0,-11.64502,16.645020000000002
25297,DU-145+712807+169780,40.0,23.350876,16.649124
407,MCF7+745750+756645,6.0,22.65996,16.65996
25268,DU-145+681239+266046,55.0,38.339607,16.660393
27416,CAKI-1+82151+713563,56.0,39.33913,16.660870000000003
11596,SR+118218+713563,13.0,29.665257,16.665257
21009,IGROV1+218321+63878,20.0,3.3314017999999996,16.6685982
5690,COLO 205+226080+749226,3.0,-13.673513,16.673513
1436,HS 578T+745750+63878,4.0,-12.674738,16.674737999999998
3930,SF-539+719276+737754,14.0,-2.6773374,16.6773374
10184,K-562+119875+26980,10.0,-6.684228,16.684228
28973,UO-31+14229+755,3.0,-13.68467,16.68467
10311,K-562+266046+606869,30.0,13.314789000000001,16.685211
24705,PC-3+608210+760766,36.0,52.68820600000001,16.688206000000008
20729,NCI-H522+701852+34462,66.0,49.31006,16.68994
24681,PC-3+409962+715055,39.0,22.305643,16.694357
3577,SF-539+102816+141540,4.0,20.69782,16.69782
12423,LOX IMVI+732517+761432,20.0,3.3005676,16.6994324
6738,HCT-116+25154+754230,5.0,-11.705966,16.705966
24740,PC-3+66847+745750,10.0,-6.711181,16.711181
26053,A498+218321+362856,7.0,-9.716481,16.716481
27439,CAKI-1+9706+102816,3.0,-13.720597,16.720596999999998
17520,HOP-62+26980+241240,58.0,74.73039,16.73039
4909,SNB-75+712807+713563,38.0,54.73344,16.73344
20516,NCI-H522+24559+749226,41.0,24.26324,16.73676
19794,NCI-H322M+721517+757441,10.0,-6.743376,16.743375999999998
24884,PC-3+747973+747971,59.0,42.251446,16.748554
13957,SK-MEL-28+14229+19893,18.0,1.2482222,16.7517778
25831,786-0+743414+715055,30.0,13.242145,16.757855
20073,NCI-H460+266046+757441,32.0,15.230734,16.769266000000002
1451,HS 578T+747973+279836,10.0,-6.7700895999999995,16.7700896
24815,PC-3+719627+608210,21.0,37.788815,16.788815
2537,T-47D+752+755986,15.0,-1.7952785,16.7952785
22861,OVCAR-5+77213+102816,11.0,-5.8033175,16.8033175
23318,OVCAR-8+747971+750690,17.0,0.18889892,16.81110108
29283,UO-31+747599+608210,10.0,-6.812401299999999,16.812401299999998
23772,SK-OV-3+719627+71423,25.0,8.181426,16.818573999999998
15396,UACC-62+119875+122819,23.0,6.176814,16.823186
3546,SF-295+77213+169780,4.0,-12.823383,16.823383
1855,BT-549+681239+82151,4.0,20.834345000000003,16.834345000000003
20650,NCI-H522+49842+737754,92.0,108.85028999999999,16.850289999999987
13771,SK-MEL-2+681239+713563,47.0,30.148598,16.851402
8592,KM12+77213+757441,32.0,15.147189000000001,16.852811
7376,HCT-15+606869+19893,5.0,-11.857291,16.857291
11911,SR+71423+141540,106.0,122.86365,16.863650000000007
28101,SN12C+296961+673596,79.0,62.13625699999999,16.863743000000007
2215,T-47D+256942+6396,45.0,28.11522,16.88478
8600,KM12+85998+38721,2.0,-14.892107999999999,16.892108
2828,SF-268+369100+715055,29.0,12.100033999999999,16.899966
27303,CAKI-1+718781+279836,71.0,87.9009,16.900899999999993
6461,HCC-2998+719276+105014,21.0,4.0974426,16.9025574
21336,IGROV1+747599+279836,46.0,29.079882,16.920118
28209,SN12C+673596+719627,19.0,2.064253,16.935747
15747,UACC-62+719344+71423,3.0,-13.939519,16.939519
11682,SR+226080+71423,8.0,24.942791,16.942791
18467,NCI-H226+180973+19893,18.0,1.0520777,16.947922300000002
3469,SF-295+743414+761432,40.0,23.050531,16.949469
10873,MOLT-4+63878+713563,4.0,-12.950067,16.950067
22916,OVCAR-8+122758+8806,4.0,-12.95745,16.95745
